image_name,class_label,xmin,ymin,xmax,ymax
image_000000057_jpg.rf.63d6e4822e6bfb4bb24ee7cd2944b56c,0,329,166,350,217
image_000000057_jpg.rf.63d6e4822e6bfb4bb24ee7cd2944b56c,1,90,189,189,266
image_000000057_jpg.rf.63d6e4822e6bfb4bb24ee7cd2944b56c,1,229,194,389,282
image_000000057_jpg.rf.63d6e4822e6bfb4bb24ee7cd2944b56c,1,340,179,361,194
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,220,251,238,306
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,1,51,251,120,319
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,101,255,121,296
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,101,243,129,318
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,118,255,141,324
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,156,258,164,267
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,157,256,166,269
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,184,253,207,305
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,211,253,227,292
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,402,246,413,281
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,0,410,250,415,282
image_000000058_jpg.rf.af9ed39710a9519dbe2d6e20bb7ff217,1,0,255,22,304
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,68,330,104,376
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,35,334,44,347
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,53,327,84,363
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,93,232,127,291
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,186,332,214,378
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,190,107,229,170
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,260,203,298,276
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,273,331,299,381
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,309,223,339,287
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,353,319,380,339
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,0,396,324,415,395
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,1,0,370,118,415
image_000000061_jpg.rf.1342691d6ef85cacdf15e96f874f5126,1,0,340,172,415
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,73,63,91,116
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,100,155,146,294
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,112,96,149,207
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,150,89,187,162
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,290,164,306,253
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,309,177,330,294
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,333,182,348,260
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,357,191,377,291
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,377,204,399,294
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,382,162,411,291
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,403,188,415,287
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,0,405,171,409,185
image_000000063_jpg.rf.ab3530b2cb58a730eb3c40cc3dcd1c33,1,2,175,38,229
image_000000083_jpg.rf.c60b8867825be66befb149f3f3842b49,1,126,169,217,251
image_000000083_jpg.rf.c60b8867825be66befb149f3f3842b49,0,279,141,343,301
image_000000086_jpg.rf.124e3f47dc93ff15411eb31ecb3ecccc,0,2,158,19,222
image_000000086_jpg.rf.124e3f47dc93ff15411eb31ecb3ecccc,0,132,146,170,266
image_000000086_jpg.rf.124e3f47dc93ff15411eb31ecb3ecccc,1,38,153,104,194
image_000000086_jpg.rf.124e3f47dc93ff15411eb31ecb3ecccc,1,231,132,386,249
image_000000093_jpg.rf.54a6cfee65a874e6993dd17537a5f3c4,0,189,149,246,332
image_000000093_jpg.rf.54a6cfee65a874e6993dd17537a5f3c4,1,41,175,168,245
image_000000093_jpg.rf.54a6cfee65a874e6993dd17537a5f3c4,1,167,180,242,221
image_000000093_jpg.rf.54a6cfee65a874e6993dd17537a5f3c4,1,213,188,313,245
image_000000093_jpg.rf.54a6cfee65a874e6993dd17537a5f3c4,1,314,192,372,223
image_000000093_jpg.rf.54a6cfee65a874e6993dd17537a5f3c4,1,366,194,398,223
image_000000093_jpg.rf.54a6cfee65a874e6993dd17537a5f3c4,1,395,197,415,223
image_000000094_jpg.rf.ae6deede28d29c64556c012854f55e56,1,26,19,408,405
image_000000094_jpg.rf.ae6deede28d29c64556c012854f55e56,0,105,44,295,415
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,1,376,181,415,315
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,0,14,162,38,337
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,0,22,168,62,359
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,0,64,162,83,348
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,0,102,162,134,345
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,0,178,162,202,356
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,0,321,138,360,369
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,0,333,160,384,379
image_000000095_jpg.rf.3cbd69a080b3ad9363c4837087fbe863,0,352,151,377,362
image_000000101_jpg.rf.1a5a509e0b7da7b2b8b43ad306abf834,0,188,74,263,370
image_000000101_jpg.rf.1a5a509e0b7da7b2b8b43ad306abf834,1,0,95,90,220
image_000000101_jpg.rf.1a5a509e0b7da7b2b8b43ad306abf834,1,42,95,125,191
image_000000101_jpg.rf.1a5a509e0b7da7b2b8b43ad306abf834,1,234,119,415,306
image_000000101_jpg.rf.1a5a509e0b7da7b2b8b43ad306abf834,1,241,140,263,158
image_000000101_jpg.rf.1a5a509e0b7da7b2b8b43ad306abf834,1,259,152,283,161
image_000000101_jpg.rf.1a5a509e0b7da7b2b8b43ad306abf834,1,282,150,298,163
image_000000105_jpg.rf.aa74f7c1e4ba37e89ac307ee0fc7ea2a,0,78,274,140,350
image_000000105_jpg.rf.aa74f7c1e4ba37e89ac307ee0fc7ea2a,0,177,257,227,327
image_000000105_jpg.rf.aa74f7c1e4ba37e89ac307ee0fc7ea2a,0,332,257,387,316
image_000000105_jpg.rf.aa74f7c1e4ba37e89ac307ee0fc7ea2a,1,198,264,415,415
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,0,339,172,364,235
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,0,0,141,13,223
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,0,18,153,39,211
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,0,90,141,145,350
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,0,151,144,185,335
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,0,285,161,293,235
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,0,385,171,392,209
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,1,70,144,195,272
image_000000107_jpg.rf.1b43ee6149ad2c76fb98618aa6a8aa4a,1,208,165,283,240
image_000000111_jpg.rf.0a30c1cf51a9e16d45ddc05e5b9b4191,0,140,223,233,329
image_000000111_jpg.rf.0a30c1cf51a9e16d45ddc05e5b9b4191,1,212,108,415,350
image_000000120_jpg.rf.824419d054c7b28b1bc94c80e3c8c5ab,0,46,92,143,415
image_000000120_jpg.rf.824419d054c7b28b1bc94c80e3c8c5ab,0,182,192,257,415
image_000000120_jpg.rf.824419d054c7b28b1bc94c80e3c8c5ab,1,0,92,206,415
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,1,349,282,412,377
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,16,271,39,395
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,31,275,52,388
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,67,266,86,379
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,72,271,86,290
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,84,271,96,293
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,96,272,112,292
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,100,272,129,389
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,102,266,123,291
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,126,267,149,294
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,157,272,167,294
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,175,272,205,379
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,224,267,255,382
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,269,256,302,386
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,0,308,277,331,386
image_000000123_jpg.rf.5005027679cccfa8fa52fc9baf193365,1,0,290,34,383
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,32,169,64,337
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,0,180,12,209
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,52,174,63,230
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,63,175,77,230
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,75,172,88,246
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,84,173,103,258
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,95,168,103,245
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,103,161,119,256
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,125,168,146,265
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,185,158,205,211
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,0,211,161,242,292
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,1,124,162,265,257
image_000000135_jpg.rf.e1062ca739bf12ce26258d35be240b90,1,157,134,379,280
image_000000148_jpg.rf.59cb11e7fee1e3f84d15ca94942dfa16,0,158,171,243,252
image_000000148_jpg.rf.59cb11e7fee1e3f84d15ca94942dfa16,0,214,102,233,120
image_000000148_jpg.rf.59cb11e7fee1e3f84d15ca94942dfa16,0,247,87,277,131
image_000000148_jpg.rf.59cb11e7fee1e3f84d15ca94942dfa16,1,0,115,408,415
image_000000148_jpg.rf.59cb11e7fee1e3f84d15ca94942dfa16,1,389,109,410,123
image_000000148_jpg.rf.59cb11e7fee1e3f84d15ca94942dfa16,1,399,112,415,123
image_000000152_jpg.rf.3237f5415880197c279a1ab6b742ba2a,0,23,0,370,306
image_000000152_jpg.rf.3237f5415880197c279a1ab6b742ba2a,1,0,159,51,246
image_000000152_jpg.rf.3237f5415880197c279a1ab6b742ba2a,1,0,129,402,415
image_000000153_jpg.rf.2ede2da3b562b8270ddf9e11f9cef47b,0,20,153,315,415
image_000000153_jpg.rf.2ede2da3b562b8270ddf9e11f9cef47b,1,0,219,72,321
image_000000153_jpg.rf.2ede2da3b562b8270ddf9e11f9cef47b,1,32,183,346,346
image_000000168_jpg.rf.f5258bf17fbea25129d7ffdb22350dbd,0,143,177,149,205
image_000000168_jpg.rf.f5258bf17fbea25129d7ffdb22350dbd,0,162,177,172,216
image_000000168_jpg.rf.f5258bf17fbea25129d7ffdb22350dbd,0,227,176,237,216
image_000000168_jpg.rf.f5258bf17fbea25129d7ffdb22350dbd,0,230,171,245,224
image_000000168_jpg.rf.f5258bf17fbea25129d7ffdb22350dbd,1,0,0,415,415
image_000000168_jpg.rf.f5258bf17fbea25129d7ffdb22350dbd,1,20,182,30,190
image_000000168_jpg.rf.f5258bf17fbea25129d7ffdb22350dbd,1,29,181,39,191
